      Histogram   Peak#   MatchedTruePeak    Position      PosErr        Diff     Sigma    SigErr      Integral      IntErr
          Ex_d3      27           5.29760     5.29724     0.00000    -0.00036   0.05442   0.00000       5.83730     0.00000
          Ex_d4       1           0.00000    -0.02995     0.05040    -0.02995   0.05000   0.05977       0.88673     0.00000
          Ex_d4       2           0.93720     0.90747     0.05259    -0.02973   0.05000   0.05634       0.00000     2.47798
          Ex_d4       3           1.04155     1.01369     0.04259    -0.02786   0.05000   0.05000       0.23093     0.40777
          Ex_d4       4           1.12136     1.11023     0.05298    -0.01113   0.11985   0.05822       0.45921     0.77548
          Ex_d4       5           1.12136     1.15136     0.03742     0.03000   0.10441   0.02008       0.00000     5.24301
          Ex_d4       6           1.40000     1.37000     0.00788    -0.03000   0.05000   0.00516       6.31992     1.53888
          Ex_d4       7           1.60000     1.57000     0.04183    -0.03000   0.05000   0.04689       1.42134     0.57820
          Ex_d4       8           1.90000     1.93000     0.05125     0.03000   0.05001   0.05973       0.22547     0.29097
          Ex_d4       9           1.70081     1.73081     0.04941     0.03000   0.05000   0.05274       1.67751     3.98797
          Ex_d4      10           2.10061     2.07062     0.05111    -0.02999   0.10153   0.03938       0.35542     0.55831
          Ex_d4      11           2.52335     2.49335     0.04819    -0.03000   0.12000   0.05632       0.99269     1.08065
          Ex_d4      12           3.06184     3.03184     0.04594    -0.03000   0.05000   0.04859       0.53999     0.58200
          Ex_d4      13           3.13387     3.16387     0.01212     0.03000   0.05185   0.01256       1.38897     1.40859
          Ex_d4      14           3.35820     3.38820     0.04050     0.03000   0.05000   0.04941       1.73051     0.61313
          Ex_d4      15           3.72419     3.74507     0.03465     0.02088   0.05000   0.05987       0.58965     0.63545
          Ex_d4      16           3.83917     3.82144     0.05046    -0.01773   0.07144   0.05927       1.05317     2.59285
          Ex_d4      17           3.83917     3.86907     0.05262     0.02990   0.05751   0.01312       0.03140   164.59900
          Ex_d4      18           4.11590     4.09461     0.01557    -0.02129   0.05292   0.04397       5.26607     3.85537
          Ex_d4      19           4.22580     4.19587     0.05166    -0.02993   0.06383   0.02267       3.23245     2.92915
          Ex_d4      20           4.36015     4.33015     0.05120    -0.03000   0.05000   0.05963       3.81322     1.91585
          Ex_d4      21           4.39810     4.42810     0.04959     0.03000   0.12000   0.05762       0.03976     3.51704
          Ex_d4      22           4.65200     4.66160     0.00702     0.00960   0.06419   0.00730       1.70255     1.13451
          Ex_d4      23           4.75300     4.72300     0.05123    -0.03000   0.06544   0.03565       9.37012     1.56089
          Ex_d4      24           4.86000     4.87830     0.05132     0.01830   0.05001   0.05931       0.00000    10.33420
          Ex_d4      25           4.86000     4.89000     0.05126     0.03000   0.05001   0.05942       0.00000     1.48745
          Ex_d4      26           4.96360     4.95197     0.01037    -0.01163   0.07847   0.01281       0.00000     1.46611
          Ex_d4      27           5.29760     5.31957     0.04871     0.02197   0.06788   0.04279       5.85035     1.37727
          Ex_d5       1           0.93720     0.90720     0.00000    -0.03000   0.05001   0.00000       0.56610     0.50152
          Ex_d5       2           1.04155     1.01159     0.00000    -0.02996   0.05001   0.00000       0.23720     0.00000
          Ex_d5       3           1.12136     1.11054     0.00000    -0.01082   0.11991   0.00000       0.01355     0.00000
          Ex_d5       4           1.12136     1.15136     0.00000     0.03000   0.09909   0.00000       0.00000     0.00000
          Ex_d5       5           1.40000     1.42506     0.00000     0.02506   0.05000   0.00000       3.38304     0.00000
          Ex_d5       6           1.60000     1.61525     0.00000     0.01525   0.05000   0.00000       0.58481     0.00000
          Ex_d5       7           1.90000     1.87000     0.00000    -0.03000   0.07837   0.00000       0.46336     0.00000
          Ex_d5       8           1.70081     1.73079     0.00000     0.02998   0.08868   0.00000       0.32928     0.00000
          Ex_d5       9           2.10061     2.13061     0.00000     0.03000   0.12000   0.00000       0.15814     0.00000
          Ex_d5      10           2.52335     2.55335     0.00000     0.03000   0.12000   0.00000       0.52885     0.00000
          Ex_d5      11           3.06184     3.03184     0.00000    -0.03000   0.12000   0.00000       0.45045     0.00000
          Ex_d5      12           3.13387     3.10387     0.00000    -0.03000   0.05000   0.00000       0.81019     0.00000
          Ex_d5      13           3.35820     3.32820     0.00000    -0.03000   0.12000   0.00000       1.22454     0.00000
          Ex_d5      14           3.72419     3.69419     0.00000    -0.03000   0.12000   0.00000       1.36160     0.00000
          Ex_d5      15           3.79149     3.78073     0.00000    -0.01076   0.05000   0.00000       0.98484     0.00000
          Ex_d5      16           3.83917     3.86917     0.00000     0.03000   0.09146   0.00000       0.00000     0.00000
          Ex_d5      17           4.11590     4.14590     0.00000     0.03000   0.05145   0.00000       4.35702     0.00000
          Ex_d5      18           4.22580     4.24992     0.00000     0.02412   0.06414   0.00000       4.25556     0.00000
          Ex_d5      19           4.36015     4.33015     0.00000    -0.03000   0.05000   0.00000       1.79151     0.00000
          Ex_d5      20           4.39810     4.42810     0.00000     0.03000   0.05000   0.00000       0.12277     0.00000
          Ex_d5      21           4.65200     4.62200     0.00000    -0.03000   0.09680   0.00000       0.00000     0.00000
          Ex_d5      22           4.75300     4.72300     0.00000    -0.03000   0.05000   0.00000       4.20109     0.00000
          Ex_d5      23           4.84830     4.82918     0.00000    -0.01912   0.05000   0.00000       2.80412     0.00000
          Ex_d5      24           4.86000     4.89000     0.00000     0.03000   0.05481   0.00000       0.73672     0.00000
          Ex_d5      25           4.96360     4.97641     0.00000     0.01281   0.07807   0.00000       0.00000     0.00000
          Ex_d5      26           5.29760     5.26760     0.00000    -0.03000   0.05000   0.00000       4.87964     0.00000

